company_name,matched_to,world_rank_2022,world_rank_2021,world_rank_2020,local_rank_2022,local_rank_2021,local_rank_2020,num_employees,founded_year,ipo_year,currency,total_revenue_2019,total_revenue_2020,total_revenue_2021,total_revenue_2022,basic_eps_2019,basic_eps_2020,basic_eps_2021,basic_eps_2022,total_assets_2019,total_assets_2020,total_assets_2021,total_assets_2022,net_income_2019,net_income_2020,net_income_2021,net_income_2022,total_liabilities_2019,total_liabilities_2020,total_liabilities_2021,total_liabilities_2022,total_equity_2019,total_equity_2020,total_equity_2021,total_equity_2022,investing_cashflow_2019,investing_cashflow_2020,investing_cashflow_2021,investing_cashflow_2022,total_capitalization_2019,total_capitalization_2020,total_capitalization_2021,total_capitalization_2022
AMERICAN EXPRESS COMPANY,American Express Company,105,108,108,62,77,58,77300,1850,,USD,43.556,36.087,42.38,52.862,8.0,3.77,10.04,9.86,198.0,191.0,189.0,228.0,6.759,3.135,08.06,7.514,175.0,168.0,167.0,203.0,23.0,23.0,22.0,25.0,-16.707,11.632,-10.529,-33.689,81.0,66.0,61.0,68.0
LOWE'S COMPANIES,"Lowe's Companies, Inc.",76,98,124,50,60,70,300000,1921,,USD,,72.148,89.597,96.25,,5.49,7.77,12.07,,39.471,46.735,44.64,,4.281,5.835,8.442,,37.499,45.298,49.456,,1.972,1.437,-4.816,,-1.369,-1.894,-1.646,,18.74,22.105,19.043
STARBUCKS CORPORATION,Starbucks Corporation,117,102,103,70,56,56,402000,1971,1992,USD,26.509,23.518,29.061,32.25,3.038325,0.791187,3.5700000000000003,2.860031,19.22,29.374,31.393,27.978,3.599,0.928,4.199,3.282,25.451,37.174,36.707,36.677,-6.231,-7.799,-5.314,-8.699,-1.011,-1.712,-0.32,-2.146,4.935,6.854,8.296,4.413
THE GOLDMAN SACHS GROUP,"The Goldman Sachs Group, Inc.",109,100,113,64,86,64,48500,1869,1999,USD,33.294,40.419,59.339,47.365,21.18,24.94,60.25,,993.0,1163.0,1463.0,1442.0,8.466,9.459,21.635,11.261,903.0,1067.0,1353.0,1325.0,90.0,96.0,110.0,117.0,-24.236,-34.356,-30.465,-75.96,297.0,309.0,364.0,364.0
ELEVANCE HEALTH INC.,"Elevance Health, Inc.",,,,,,,102300,,,USD,104.213,121.867,138.639,156.595,18.81,18.23,25.04,25.1,77.453,86.615,97.307,102.772,4.807,4.572,6.104,6.025,45.725,53.416,61.179,66.378,31.728,33.199,36.128,36.394,-2.792,-7.324,-9.638,-4.56,49.515,52.534,57.217,58.656
PFIZER,Pfizer Inc.,27,36,37,18,29,25,83000,1849,,USD,51.75,41.908,81.288,100.33,2.88,1.65,3.92,,167.489,154.229,181.476,197.205,16.273,9.616,21.979,31.372,104.042,90.756,104.014,101.289,63.447,63.473,77.462,95.916,-3.945,-4.271,-22.546,-15.783,99.098,98.809,111.958,127.586
CVS HEALTH CORPORATION,CVS Health Corporation,99,138,119,58,88,67,300000,1996,,USD,256.776,268.706,292.111,322.467,5.1,5.48,6.0,3.16,222.449,230.715,232.999,228.275,6.634,7.179,7.91,4.149,158.279,161.014,157.618,156.96,64.17,69.701,75.381,71.315,-3.339,-5.534,-5.261,-5.047,128.563,128.596,127.046,121.491
META PLATFORMS,"Meta Platforms, Inc.",7,6,6,6,5,5,77805,2004,2012,USD,70.697,85.965,117.929,116.609,6.48,10.22,13.99,8.63,133.376,159.316,165.987,185.727,18.485,29.146,39.37,23.2,32.322,31.026,41.108,60.014,101.054,128.29,124.879,125.713,-19.864,-30.059,-7.57,-28.97,101.054,128.29,124.879,135.636
HOME DEPOT,"The Home Depot, Inc.",17,24,28,13,17,20,518100,1978,,USD,,110.225,132.11,151.157,,10.29,11.98,15.59,,51.236,70.581,71.876,,11.242,12.866,16.433,,54.352,67.282,73.572,,-3.116,3.299,-1.696,,-2.653,-10.17,-2.969,,25.554,39.121,34.908
CHEVRON CORPORATION,Chevron Corporation,41,66,33,27,42,23,43846,1879,,USD,139.865,94.471,155.606,235.717,1.55,-2.96,8.15,,237.428,239.79,239.535,257.709,2.924,-5.543,15.625,35.465,93.215,108.102,100.468,257.709,144.213,131.688,139.067,160.242,-11.5,-7.0,-5.9,-12.1,144.213,131.688,139.067,159.282
ELI LILLY AND COMPANY,Eli Lilly and Company,39,40,82,25,43,48,39000,1876,,USD,22.32,24.54,28.318,28.541,8.93,6.82,6.15,6.93,39.286,46.633,48.806,49.49,8.318,6.194,5.582,6.245,36.587,40.808,39.651,38.714,2.699,5.825,9.155,10.775,-8.083,-2.259,-2.762,-3.262,16.425,22.228,24.326,25.387
MASTERCARD,Mastercard Incorporated,24,25,18,17,12,13,29900,1966,2006,USD,16.883,15.301,18.884,22.237,7.98,6.4,8.79,10.26,29.236,33.584,37.669,38.724,8.118,6.411,8.687,9.93,23.245,27.067,30.257,32.347,5.991,6.517,7.412,6.377,-1.64,-1.879,-5.272,-1.47,14.42,18.414,20.421,20.047
PROCTER & GAMBLE COMPANY,The Procter & Gamble Company,21,23,17,16,13,12,106000,1837,,USD,67.684,70.95,76.118,80.187,1.45,5.13,5.69,6.0,115.095,120.7,119.307,117.208,3.897,13.027,14.306,14.742,67.516,73.822,72.653,70.354,47.579,46.878,46.654,46.854,-3.49,3.045,-2.834,-4.424,67.384,70.415,69.753,69.702
NVIDIA CORPORATION,NVIDIA Corporation,9,11,63,8,16,38,26196,1993,1999,USD,,10.918,16.675,26.914,,1.1475,1.76,3.91,,17.315,28.791,44.187,,2.796,4.332,9.752,,5.111,11.898,17.575,,12.204,16.893,26.612,,6.145,-19.675,-9.83,,14.195,22.857,37.558
J P MORGAN CHASE & CO,JPMorgan Chase & Co.,12,13,10,9,11,7,293723,2000,,USD,115.627,119.543,121.649,128.695,,,,,2687.379,3386.071,3743.567,3665.743,36.431,29.131,48.334,37.676,2426.049,3106.717,3449.44,3373.411,261.33,279.354,294.127,292.332,-54.013,-261.912,-129.344,-137.819,628.397,660.597,709.709,715.032
WALMART,Walmart Inc.,20,17,13,15,10,10,2300000,1962,,USD,,523.964,559.151,572.754,,5.22,4.77,4.9,,236.495,252.496,244.86,,14.881,13.51,13.673,,154.943,164.965,152.969,,81.552,87.531,91.891,,-9.128,-10.071,-6.015,,118.383,122.492,118.117
HONEYWELL INTERNATIONAL,Honeywell International Inc.,89,83,81,56,48,47,97000,1906,,USD,36.709,32.637,34.392,35.466,8.52,6.79,08.01,,58.679,64.586,64.47,62.275,6.143,4.779,5.542,4.966,39.966,46.789,45.221,44.949,18.713,17.797,19.249,17.326,-0.533,-0.987,-1.061,-0.093,29.816,34.132,33.496,32.442
CONOCOPHILLIPS COMPANY,,140,221,167,84,175,94,9500,1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORGAN STANLEY,Morgan Stanley,68,63,138,47,58,75,82427,1931,,USD,38.926,45.269,56.414,50.21,5.26,6.55,8.16,6.23,895.429,1115.862,1188.14,1180.231,9.042,10.996,15.034,11.029,812.732,1012.713,1081.542,1079.0,82.697,103.149,106.598,101.231,-33.561,-37.898,-49.897,-11.632,279.204,320.579,338.272,341.222
RAYTHEON TECHNOLOGIES CORPORATION,Raytheon Technologies Corporation,104,116,78,61,65,45,182000,1934,,USD,77.046,56.587,64.388,67.074,6.48,-2.59,2.5700000000000003,3.52,139.716,162.153,161.404,158.864,5.537,-3.519,3.864,5.197,95.39,88.269,86.705,84.65,44.326,73.884,74.699,74.214,-3.092,3.102,-1.364,-2.829,79.562,103.189,104.395,103.326
TEXAS INSTRUMENTS,Texas Instruments Incorporated,77,73,88,51,47,51,33000,1951,,USD,14.383,14.461,18.344,20.028,5.360043,6.074919,8.38,,18.018,19.351,24.676,27.207,5.017,5.595,7.769,8.749,9.111,10.164,11.343,12.63,8.907,9.187,13.333,14.577,-1.92,-0.922,-4.095,-3.583,14.21,15.435,20.574,22.812
COMCAST CORPORATION,Comcast Corporation,51,32,39,35,22,26,186000,1963,,USD,108.942,103.564,116.385,121.427,2.867758,2.299671,3.12338,,263.414,273.869,275.905,257.275,13.057,10.534,14.159,5.37,178.168,180.851,177.896,175.237,85.246,93.018,98.009,82.038,-14.841,-12.047,-13.446,-14.14,180.491,190.937,188.81,174.011
THE CHARLES SCHWAB CORPORATION,The Charles Schwab Corporation,72,103,201,48,72,110,35300,1971,,USD,10.721,11.691,18.52,20.762,2.69,2.13,2.84,3.52,294.0,549.009,667.27,551.772,3.704,3.299,5.855,7.183,272.3,492.949,611.009,515.164,21.7,56.06,56.261,36.608,11.964,-125.851,-75.663,32.048,29.175,69.692,75.081,57.368
BRISTOL-MYERS SQUIBB COMPANY,Bristol-Myers Squibb Company,96,89,58,57,51,36,34300,1887,,USD,26.145,42.518,46.385,46.159,02.02,-3.99,3.24849,,129.944,118.481,109.314,96.82,3.439,-9.015,6.994,6.327,78.246,80.599,73.308,65.702,51.698,37.882,36.006,31.118,-9.77,-10.859,-0.538,-1.062,94.985,86.158,75.551,66.117
UNITED PARCEL SERVICE (UPS),,66,76,115,45,49,65,536000,1907,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADOBE,Adobe Inc.,40,29,52,26,21,32,29239,1982,1986,USD,11.171,12.868,15.785,17.606,06.07,10.94,10.1,10.13,20.762,24.284,27.241,27.165,2.951,5.26,4.822,4.756,10.232,11.02,12.444,13.114,10.53,13.264,14.797,14.051,-0.455,-0.414,-3.519,-0.57,11.519,17.381,18.92,17.68
PHILIP MORRIS INTERNATIONAL,Philip Morris International Inc.,87,82,71,55,54,41,79800,1847,,USD,29.805,28.694,31.405,31.762,4.61,5.16,5.83,5.82,42.875,44.815,41.29,61.681,7.185,8.056,9.109,9.048,52.474,55.446,49.498,67.992,-9.599,-10.631,-8.208,-6.311,-1.811,-1.154,-2.358,-15.679,15.079,15.601,14.677,25.918
WELLS FARGO & COMPANY,Wells Fargo & Company,56,65,34,39,57,24,238000,1852,,USD,85.063,72.34,78.492,73.785,4.12,0.43,4.99,,1927.555,1955.163,1948.068,1881.016,19.549,3.301,21.548,13.182,1739.571,1769.243,1757.958,1699.141,187.984,185.92,190.11,181.875,-29.631,122.554,-7.619,-42.476,415.337,397.837,348.295,354.759
NEXTERA ENERGY,"NextEra Energy, Inc.",75,79,91,49,46,53,14900,1984,,USD,19.204,17.997,17.069,20.956,1.926892,1.489286,1.82,2.087066,117.691,127.684,140.912,158.935,3.769,2.919,3.573,4.147,76.331,82.755,95.488,109.499,41.36,44.929,45.424,49.436,-16.177,-13.699,-13.591,-18.359,74.548,78.457,88.162,94.485
THE WALT DISNEY COMPANY,The Walt Disney Company,30,28,25,20,15,17,220000,1923,,USD,69.57,65.388,67.418,82.722,6.68,-1.58,1.1,1.73,193.984,201.549,203.609,203.631,11.054,-2.864,1.995,3.145,91.132,104.037,101.385,95.253,102.852,97.512,102.224,108.378,-4.118,-3.637,-3.163,-5.008,127.006,136.5,137.093,140.307
VERIZON COMMUNICATIONS,Verizon Communications Inc.,52,47,27,36,20,19,117100,1983,,USD,131.868,128.292,133.613,136.835,4.66,4.3,5.32,05.06,291.727,316.481,366.596,379.68,19.265,17.801,22.065,21.256,228.892,247.209,283.396,287.217,62.835,69.272,83.2,92.463,-17.581,-23.512,-67.153,-28.662,162.107,191.015,225.215,231.82
T-MOBILE US,"T-Mobile US, Inc.",101,74,182,59,40,100,71000,1994,,USD,44.998,68.397,80.118,79.571,04.06,2.68,2.42,02.07,86.921,200.162,206.563,211.338,3.468,3.064,3.024,2.59,58.132,134.818,137.461,141.682,28.789,65.344,69.102,69.656,-4.125,-12.715,-19.386,-12.359,39.747,131.89,137.672,136.452
NIKE,"NIKE, Inc.",38,34,54,24,25,33,79100,1964,,USD,39.117,37.403,44.538,46.71,2.55,1.63,3.64,3.83,23.717,31.342,37.74,40.321,4.029,2.539,5.727,6.046,14.677,23.287,24.973,25.04,09.04,8.055,12.767,15.281,-0.264,-1.028,-3.8,-1.524,12.504,17.461,22.18,24.201
ABBOTT LABORATORIES,Abbott Laboratories,43,48,57,29,32,35,115000,1888,,USD,31.904,34.608,43.075,43.653,2.091911,2.537784,4.008317,,67.887,72.548,75.196,74.438,3.687,4.495,7.071,6.933,36.586,39.545,39.172,37.533,31.301,33.003,36.024,36.905,-1.815,-2.215,-2.008,-1.74,47.749,51.311,53.098,51.208
DANAHER CORPORATION,Danaher Corporation,58,44,102,41,45,55,81000,1969,,USD,17.911,22.284,29.453,31.471,4.11,4.97,8.77,9.8,62.082,76.161,83.184,84.35,3.008,3.646,6.433,7.209,31.8,36.384,38.007,34.26,30.282,39.777,45.177,50.09,-1.238,-21.239,-12.987,-2.234,51.787,60.959,67.335,69.168
CISCO SYSTEMS,"Cisco Systems, Inc.",33,39,40,22,35,27,83300,1984,1990,USD,51.904,49.301,49.818,51.557,2.63,2.65,2.51,2.83,97.793,94.853,97.497,94.002,11.621,11.214,10.591,11.812,64.222,56.933,56.222,54.229,33.571,37.92,41.275,39.773,14.837,3.5,-5.285,1.553,48.046,49.498,50.293,48.189
THERMO FISHER SCIENTIFIC,Thermo Fisher Scientific Inc.,45,50,74,31,36,42,130000,2006,,USD,25.542,32.218,39.211,44.915,9.24,16.09,19.62,,58.189,69.052,94.791,97.29,3.696,6.375,7.725,6.95,28.514,34.545,94.669,53.142,29.675,34.507,0.122,44.148,-1.487,-1.51,-21.932,-2.159,46.751,53.614,32.333,72.941
MCDONALD'S CORPORATION,McDonald's Corporation,63,72,55,44,44,34,200000,1940,,USD,21.076,19.208,23.223,23.183,8.073697,6.35,10.11,8.447149,47.511,52.627,53.606,50.436,6.025,4.73,7.545,6.177,55.721,60.452,58.207,56.439,-8.21,-7.825,-4.601,-6.003,-3.071,-1.546,-2.166,-2.678,25.908,27.372,31.022,29.9
ORACLE CORPORATION,Oracle Corporation,49,38,48,34,33,31,143000,1977,1986,USD,39.506,39.068,40.479,42.44,03.05,3.16,4.67,2.49,108.709,115.438,131.107,109.297,11.083,10.135,13.746,6.717,86.346,102.721,125.155,115.065,22.363,12.717,5.952,-5.768,26.557,9.843,-13.098,11.22,74.036,81.943,81.947,66.342
COSTCO WHOLESALE CORPORATION,Costco Wholesale Corporation,47,58,77,33,41,44,304000,1983,,USD,152.703,166.761,195.929,226.954,8.32,09.05,11.3,13.17,45.4,55.556,59.268,64.166,3.659,4.002,5.007,5.844,29.816,36.851,41.19,43.519,15.584,18.705,18.078,20.647,-2.865,-3.891,-3.535,-3.915,20.367,25.798,24.256,27.126
BROADCOM,Broadcom Inc.,34,56,85,23,37,49,20000,1991,2009,USD,22.597,23.888,27.45,33.203,6.77,6.6034500000000005,15.66075,27.371401,67.493,75.933,75.57,73.249,2.724,2.96,6.736,11.495,42.523,52.032,50.581,50.54,24.97,23.901,24.989,22.709,-15.422,-11.109,-0.245,-0.667,54.981,64.136,64.429,61.784
PEPSICO,"PepsiCo, Inc.",42,51,43,28,28,28,315000,1898,,USD,67.161,70.372,79.474,86.392,5.258088,5.14,5.508315,6.45,78.547,92.918,92.377,92.187,7.314,7.12,7.618,8.91,63.679,79.366,76.226,74.914,14.868,13.552,16.151,17.273,-6.437,-11.619,-3.269,-2.43,43.934,53.824,52.069,52.806
BANK OF AMERICA CORPORATION,Bank of America Corporation,19,20,15,14,19,11,217000,1998,,USD,91.244,85.528,89.113,94.95,2.77,1.88,3.6,,2434.079,2819.627,3169.948,3050.706,27.43,17.894,31.978,27.528,2169.269,2546.703,2899.882,2777.509,264.81,272.924,270.066,273.197,-80.63,-177.665,-313.291,-2.529,505.666,535.858,550.183,549.179
COCA-COLA COMPANY,The Coca-Cola Company,32,43,31,21,24,21,82500,1892,,USD,37.266,33.014,38.655,43.004,02.09,1.8,2.26,2.2,86.381,87.296,94.354,92.763,8.92,7.747,9.771,9.542,65.283,66.012,69.494,66.937,21.098,21.284,24.86,25.826,-3.976,-1.477,-2.765,-0.763,46.497,59.424,61.115,60.482
MERCK & CO,"Merck & Co., Inc.",59,62,32,42,26,22,69000,1970,,USD,46.84,47.994,48.704,59.283,3.876699,2.793031,5.16,,84.397,91.588,105.694,109.16,9.843,7.067,13.049,14.519,58.396,66.184,67.437,63.102,26.001,25.404,38.257,46.058,-2.629,-9.443,-16.555,-4.96,48.643,50.677,68.874,74.736
ABBVIE,AbbVie Inc.,46,53,76,32,34,43,50000,2013,2012,USD,33.266,45.804,56.197,58.054,5.3,2.73,6.48,6.6901,89.115,150.565,146.529,138.805,7.882,4.616,11.542,11.836,97.287,137.468,131.093,121.518,-8.172,13.097,15.436,17.287,0.596,-37.557,-2.344,-0.623,54.803,90.63,79.597,76.389
INGRAM MICRO,,139,139,139,82,80,77,26037,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMERICAN TOWER CORPORATION (REIT),,121,105,112,71,71,62,6391,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDISON INTERNATIONAL,Edison International,850,998,579,371,327,248,13388,1886,,USD,12.347,13.578,14.905,17.22,3.78,1.98,2.0,1.61,64.382,69.372,74.745,78.041,1.405,0.871,0.925,0.824,48.886,53.423,56.956,60.519,15.496,15.949,17.789,17.522,-4.678,-4.971,-5.151,-5.574,31.167,33.68,40.058,42.646
ADVANCED MICRO DEVICES (AMD),,85,104,236,54,62,125,25000,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUTOMATIC DATA PROCESSING (ADP),,154,180,164,90,104,91,60000,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROLOGIS,"Prologis, Inc.",128,159,235,76,107,124,2466,1983,,USD,3.331,4.439,4.759,5.974,2.48,02.02,3.97,4.28,40.032,56.065,58.486,87.897,1.573,1.482,2.94,3.365,13.96,19.74,20.744,30.034,26.072,36.325,37.742,57.863,-0.685,-3.074,-1.99,-4.499,34.375,48.649,50.651,77.113
CIGNA CORPORATION,The Cigna Group,217,239,153,119,105,85,71300,1982,,USD,153.743,160.577,174.272,180.642,13.58,23.17,15.87,,155.774,155.451,154.889,143.932,5.104,8.458,5.365,6.668,110.395,105.065,107.705,98.981,45.379,50.386,47.184,44.951,-0.734,2.976,-3.611,3.098,77.231,79.866,78.237,72.972
BLACKROCK,"BlackRock, Inc.",103,97,145,60,64,81,19800,1988,1999,USD,14.539,16.205,19.374,17.873,28.57524,32.13,38.76,34.31,168.622,176.982,152.648,117.628,4.476,4.932,5.901,5.178,133.693,139.326,113.755,78.843,34.929,37.656,38.893,38.785,-2.014,-0.254,-1.937,-1.13,38.502,42.547,45.139,44.398
INTEL CORPORATION,Intel Corporation,57,49,26,40,31,18,131900,1968,,USD,71.965,77.867,79.024,63.054,4.77,4.98,4.89,1.95,136.524,153.091,168.406,182.103,21.048,20.899,19.868,8.014,59.02,72.053,73.015,78.817,77.504,81.038,95.391,103.286,-14.405,-20.796,-25.167,-10.477,102.812,114.935,128.901,139.107
GILEAD SCIENCES,"Gilead Sciences, Inc.",180,175,140,104,109,78,17000,1987,1992,USD,22.449,24.689,27.305,27.281,4.24,0.1,4.96,,61.627,68.407,67.952,63.171,5.386,0.123,6.225,4.592,38.977,50.186,46.888,41.962,22.65,18.221,21.064,21.209,-7.817,-14.615,-3.131,-2.466,22.65,18.221,21.064,21.209
ALPHABET,Alphabet Inc.,4,3,4,3,4,3,190234,2015,2004,USD,161.857,182.527,257.637,282.836,2.479501,2.957501,5.694003,4.59,275.909,319.616,359.268,365.264,34.343,40.269,76.033,59.972,74.467,97.072,107.633,109.12,201.442,222.544,251.635,256.144,-29.491,-32.773,-35.523,-20.298,205.996,236.476,266.452,270.845
MICROSOFT CORPORATION,Microsoft Corporation,2,2,3,2,2,2,220000,1975,1986,USD,125.843,143.015,168.088,198.27,5.11,5.82,8.12,9.7,286.556,301.311,333.779,364.84,39.24,44.281,61.271,72.738,184.226,183.007,191.791,198.298,102.33,118.304,141.988,166.542,-15.773,-12.223,-27.577,-30.311,168.992,177.882,192.062,213.574
APPLE,Apple Inc.,1,1,2,1,1,1,164000,1976,1980,USD,260.174,274.515,365.817,394.328,2.9925,3.31,5.67,6.15,338.516,323.888,351.002,352.755,55.256,57.411,94.68,99.803,248.028,258.549,287.912,302.083,90.488,65.339,63.09,50.672,45.896,-4.289,-14.545,-22.354,182.295,164.006,172.196,149.631
AFLAC,Aflac Incorporated,490,539,398,234,258,184,12882,1955,,USD,22.307,22.147,22.106,19.14,4.45,6.69,6.42,6.96,152.768,165.086,157.542,131.738,3.304,4.778,4.325,4.418,123.809,131.527,124.289,111.598,28.959,33.559,33.253,20.14,-3.171,-4.619,-2.378,-1.54,35.528,33.559,33.253,27.582
SNOWFLAKE,Snowflake Inc.,170,176,650,99,98,274,5884,2012,2020,USD,,0.265,0.592,1.219,,-1.462163,-3.81,-2.26,,1.013,5.922,6.65,,-0.349,-0.539,-0.68,,1.557,0.985,1.601,,-0.545,4.936,5.049,,0.138,-4.037,-0.021,,-0.545,4.936,5.049
CONSTELLATION BRANDS,"Constellation Brands, Inc.",422,496,422,190,178,192,10000,1995,,USD,,8.344,8.615,8.821,,-0.07,10.44,-0.22,,27.323,27.105,25.856,,-0.012,1.998,-0.04,,14.849,13.176,13.808,,12.474,13.929,12.048,,-0.531,-0.088,-1.036,,23.343,24.012,21.22
NEWMONT CORPORATION,Newmont Corporation,409,436,399,185,158,185,14600,1921,,USD,9.74,11.497,12.222,11.915,3.82,3.52,1.46,-0.54,39.974,41.369,40.564,38.482,2.805,2.829,1.166,-0.429,17.557,17.49,18.703,18.949,22.417,23.879,21.861,19.533,-1.226,0.091,-1.868,-2.983,27.558,28.488,27.587,24.925
NUCOR CORPORATION,Nucor Corporation,638,607,931,294,436,369,31400,1940,,USD,22.589,20.14,36.484,41.512,4.14,2.37,23.23,28.88,18.345,20.125,25.823,32.479,1.271,0.721,6.827,7.607,7.553,8.894,11.219,12.909,10.791,11.232,14.604,19.57,-1.794,-1.764,-2.874,-5.703,14.649,16.06,18.978,25.028
FORTINET,"Fortinet, Inc.",368,365,859,169,320,347,12595,2000,2009,USD,2.156,2.594,3.342,4.417,0.382,0.6000000000000001,0.74,,3.886,4.044,5.919,6.228,0.326,0.488,0.607,0.857,2.564,3.188,5.121,6.51,1.322,0.856,0.798,-0.282,-0.502,-0.073,-1.325,0.764,1.322,0.856,1.77,0.709
CARRIER GLOBAL,Carrier Global Corporation,443,396,,205,250,,52000,1915,,USD,18.608,17.456,20.613,20.421,2.442788,2.29,1.92,4.19,22.406,25.093,26.172,26.086,2.116,1.982,1.664,3.534,7.971,18.515,19.078,18.01,14.435,6.578,7.094,8.076,-0.213,1.106,-0.692,1.745,14.102,16.288,16.28,16.46
OLD DOMINION FREIGHT LINE,"Old Dominion Freight Line, Inc.",533,634,1027,246,339,405,23471,1934,1991,USD,4.109,4.015,5.256,6.26,5.113333,5.71,8.94,,3.996,4.369,4.822,4.839,0.616,0.673,1.034,1.377,0.915,1.043,1.142,1.186,3.081,3.326,3.68,3.653,-0.474,-0.552,-0.455,-0.547,3.126,3.426,3.78,3.733
MICROCHIP TECHNOLOGY,Microchip Technology Incorporated,436,468,613,200,214,259,21000,1989,1993,USD,,5.274,5.438,6.821,,1.19,0.67,2.33,,17.426,16.479,16.2,,0.571,0.349,1.286,,11.841,11.142,10.305,,5.586,5.337,5.895,,-0.133,-0.173,-0.478,,14.459,12.918,13.582
BLOOMBERG LP,,554,554,554,254,249,238,24315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BROWN-FORMAN CORPORATION,Brown-Forman Corporation,659,652,490,303,218,212,5200,1870,,USD,,3.363,3.461,3.933,,1.73,1.89,1.75,,5.776,6.522,6.373,,0.827,0.903,0.838,,3.801,3.866,3.636,,1.975,2.656,2.737,,-0.141,0.098,-0.127,,4.244,05.01,4.756
LENNAR CORPORATION,Lennar Corporation,676,657,915,310,333,364,12012,1954,,USD,22.26,22.489,27.131,33.671,5.76,7.88,14.28,15.74,29.36,29.935,33.208,37.984,1.849,2.465,4.43,4.614,13.326,11.836,12.211,13.744,16.034,18.099,20.996,24.24,0.02,-0.28,-0.105,-0.128,25.523,23.951,25.469,28.148
GENUINE PARTS COMPANY,Genuine Parts Company,1049,1216,1008,440,481,396,58000,1925,,USD,17.522,16.537,18.871,22.096,4.26,-0.2,6.27,8.36,14.646,13.44,14.352,16.495,0.621,-0.029,0.899,1.183,10.95,10.222,10.849,12.691,3.696,3.218,3.503,3.804,-0.563,0.172,-0.506,-1.684,6.477,5.721,5.9,6.867
DIAMONDBACK ENERGY,"Diamondback Energy, Inc.",950,1488,1026,405,730,404,972,2007,2012,USD,3.964,2.813,6.797,9.643,1.47,-28.59,12.24,24.61,23.531,17.619,22.898,26.209,0.24,-4.517,2.182,4.386,8.625,7.815,9.653,10.519,14.906,9.804,13.245,15.69,-3.888,-2.101,-1.539,-3.33,18.62,14.418,18.73,21.247
HORMEL FOODS CORPORATION,Hormel Foods Corporation,770,877,658,341,307,279,20000,1891,,USD,9.497,9.608,11.386,12.459,1.83,1.69,1.6800000000000002,1.84,8.109,9.908,12.696,13.307,0.979,0.908,0.909,1.0,2.183,3.478,5.718,5.767,5.926,6.43,6.978,7.54,0.22,-0.656,-3.626,-0.258,6.176,7.475,10.294,10.831
DTE ENERGY COMPANY,DTE Energy Company,900,936,627,384,330,269,10250,1903,,USD,12.669,12.177,14.964,19.228,6.32,07.09,4.68,,41.882,45.496,39.719,42.683,1.169,1.368,0.907,1.083,30.046,32.907,31.006,32.282,11.836,12.589,8.713,10.401,-5.732,-4.07,-3.863,-3.431,27.596,31.402,23.217,27.259
DATADOG,"Datadog, Inc.",444,472,1369,207,269,507,4800,2010,,USD,0.363,0.603,1.029,1.675,-0.12,-0.08,-0.07,-0.16,1.038,1.89,2.381,3.005,-0.017,-0.025,-0.021,-0.05,0.256,0.933,1.34,1.594,0.782,0.957,1.041,1.411,-0.202,-1.153,-0.274,-0.385,0.782,1.533,1.777,2.149
EQUIFAX,Equifax Inc.,640,645,932,295,331,370,14000,1899,,USD,3.508,4.128,4.924,5.122,-3.3,4.28,6.11,,7.909,9.612,11.041,11.548,-0.399,0.52,0.744,0.696,5.286,6.402,7.44,7.575,2.623,3.21,3.601,3.973,-0.698,-0.493,-3.398,-0.96,5.958,6.446,8.055,8.777
SIRIUS XM HOLDINGS,Sirius XM Holdings Inc.,847,857,484,369,292,209,5869,2008,,USD,7.794,08.04,8.696,9.003,0.2,0.03,0.32,0.31,11.149,10.333,10.274,10.022,0.914,0.131,1.314,1.213,11.885,12.618,12.899,13.373,-0.736,-2.285,-2.625,-3.351,-0.003,-0.741,-0.2,-0.548,7.106,6.214,6.207,5.905
THE TRADE DESK,"The Trade Desk, Inc.",539,532,1281,250,212,484,2770,2009,2016,USD,0.661,0.836,1.196,1.578,0.24,0.52,0.29,0.11,1.729,2.754,3.577,4.381,0.108,0.242,0.138,0.053,1.116,1.74,02.05,2.265,0.613,1.013,1.527,2.115,-0.164,-0.143,-0.094,-0.304,0.613,1.013,1.527,2.115
FIFTH THIRD BANCORP,Fifth Third Bancorp,621,810,744,286,372,313,19319,1858,,USD,8.203,7.491,7.799,8.295,3.38,1.84,3.78,3.38,169.369,204.68,211.116,207.452,2.512,1.427,2.77,2.446,148.166,181.569,188.906,190.125,21.203,23.111,22.21,17.327,-0.797,-31.902,-7.968,-4.871,36.173,38.084,34.031,31.041
WARNER BROS. DISCOVERY INC,"Warner Bros. Discovery, Inc.",1348,1505,948,532,505,375,11000,1985,,USD,11.144,10.671,12.191,33.817,2.9,1.82,1.55,-3.82,33.735,34.087,34.427,134.001,2.069,1.219,1.006,-7.371,21.769,21.704,21.031,85.334,11.966,12.383,13.396,48.667,-0.438,-0.703,-0.056,3.524,24.701,25.533,26.019,95.729
